0 	0 	0 	0
0.010101 	1.33205e-09 	-3.42548e-07 	0.0193332
0.020202 	3.34625e-09 	-6.85377e-07 	0.0386703
0.030303 	5.36046e-09 	-1.02821e-06 	0.0580073
0.040404 	7.37466e-09 	-1.37103e-06 	0.0773444
0.0505051 	1.9182e-09 	-1.30869e-06 	0.0856947
0.0606061 	-7.76972e-09 	-1.01685e-06 	0.0878221
0.0707071 	-1.74576e-08 	-7.25018e-07 	0.0899494
0.0808081 	-2.71455e-08 	-4.33181e-07 	0.0920768
0.0909091 	-3.68335e-08 	-1.41344e-07 	0.0942042
0.10101 	-4.60856e-08 	6.0313e-07 	0.0957445
0.111111 	-5.64965e-08 	1.51154e-06 	0.0970721
0.121212 	-6.69075e-08 	2.41995e-06 	0.0983998
0.131313 	-7.73184e-08 	3.32837e-06 	0.0997275
0.141414 	-8.77294e-08 	4.23678e-06 	0.101055
0.151515 	-9.67798e-08 	5.79619e-06 	0.102117
0.161616 	-1.05563e-07 	7.4835e-06 	0.103127
0.171717 	-1.14346e-07 	9.17082e-06 	0.104137
0.181818 	-1.23129e-07 	1.08581e-05 	0.105146
0.191919 	-1.31912e-07 	1.25454e-05 	0.106156
0.20202 	-1.34244e-07 	1.41936e-05 	0.106859
0.212121 	-1.36444e-07 	1.58376e-05 	0.107523
0.222222 	-1.38643e-07 	1.74815e-05 	0.108187
0.232323 	-1.40842e-07 	1.91255e-05 	0.108851
0.242424 	-1.43042e-07 	2.07694e-05 	0.109514
0.252525 	-1.45241e-07 	2.24134e-05 	0.110178
0.262626 	-1.4744e-07 	2.40573e-05 	0.110842
0.272727 	-1.4964e-07 	2.57013e-05 	0.111506
0.282828 	-1.51839e-07 	2.73452e-05 	0.11217
0.292929 	-1.54038e-07 	2.89892e-05 	0.112834
0.30303 	-1.50033e-07 	2.87374e-05 	0.113169
0.313131 	-1.46956e-07 	2.81379e-05 	0.113445
0.323232 	-1.43878e-07 	2.75384e-05 	0.11372
0.333333 	-1.408e-07 	2.69389e-05 	0.113995
0.343434 	-1.37722e-07 	2.63394e-05 	0.11427
0.353535 	-1.34644e-07 	2.57399e-05 	0.114545
0.363636 	-1.31567e-07 	2.51404e-05 	0.11482
0.373737 	-1.28489e-07 	2.45409e-05 	0.115096
0.383838 	-1.25411e-07 	2.39414e-05 	0.115371
0.393939 	-1.22333e-07 	2.33419e-05 	0.115646
0.40404 	-1.2081e-07 	2.15613e-05 	0.115774
0.414141 	-1.19934e-07 	1.92883e-05 	0.115842
0.424242 	-1.19058e-07 	1.70154e-05 	0.115909
0.434343 	-1.18182e-07 	1.47424e-05 	0.115976
0.444444 	-1.17306e-07 	1.24695e-05 	0.116044
0.454545 	-1.1643e-07 	1.01965e-05 	0.116111
0.464646 	-1.15554e-07 	7.9236e-06 	0.116178
0.474747 	-1.14678e-07 	5.65066e-06 	0.116246
0.484848 	-1.13801e-07 	3.37771e-06 	0.116313
0.494949 	-1.12925e-07 	1.10477e-06 	0.11638
0.505051 	-1.14429e-07 	-1.16933e-06 	0.116381
