0 	0 	0 	0
0.010101 	-3.40224e-10 	-1.63794e-07 	0.0193328
0.020202 	-1.37727e-10 	-3.27798e-07 	0.0386695
0.030303 	6.47711e-11 	-4.91802e-07 	0.0580063
0.040404 	2.67269e-10 	-6.55806e-07 	0.077343
0.0505051 	-1.77652e-10 	-4.87738e-07 	0.0856932
0.0606061 	-9.89275e-10 	-1.31582e-07 	0.0878206
0.0707071 	-1.8009e-09 	2.24574e-07 	0.089948
0.0808081 	-2.61252e-09 	5.8073e-07 	0.0920754
0.0909091 	-3.42414e-09 	9.36886e-07 	0.0942028
0.10101 	-2.89389e-09 	1.71325e-06 	0.0957431
0.111111 	-2.85208e-09 	2.64179e-06 	0.0970708
0.121212 	-2.81028e-09 	3.57033e-06 	0.0983985
0.131313 	-2.76847e-09 	4.49887e-06 	0.0997262
0.141414 	-2.72667e-09 	5.42741e-06 	0.101054
0.151515 	-5.55018e-10 	6.94425e-06 	0.102116
0.161616 	2.0351e-09 	8.57669e-06 	0.103126
0.171717 	4.62521e-09 	1.02091e-05 	0.104136
0.181818 	7.21533e-09 	1.18416e-05 	0.105146
0.191919 	9.80544e-09 	1.3474e-05 	0.106155
0.20202 	1.33989e-08 	1.50483e-05 	0.106858
0.212121 	1.6574e-08 	1.66159e-05 	0.107523
0.222222 	1.97492e-08 	1.81835e-05 	0.108187
0.232323 	2.29244e-08 	1.97512e-05 	0.108851
0.242424 	2.60996e-08 	2.13188e-05 	0.109515
0.252525 	2.92748e-08 	2.28864e-05 	0.110179
0.262626 	3.245e-08 	2.4454e-05 	0.110843
0.272727 	3.56252e-08 	2.60216e-05 	0.111507
0.282828 	3.88004e-08 	2.75893e-05 	0.112171
0.292929 	4.19756e-08 	2.91569e-05 	0.112835
0.30303 	4.60476e-08 	2.88754e-05 	0.11317
0.313131 	4.81182e-08 	2.82547e-05 	0.113446
0.323232 	5.01888e-08 	2.7634e-05 	0.113721
0.333333 	5.22595e-08 	2.70134e-05 	0.113996
0.343434 	5.43301e-08 	2.63927e-05 	0.114271
0.353535 	5.64007e-08 	2.5772e-05 	0.114547
0.363636 	5.84713e-08 	2.51513e-05 	0.114822
