0 	0 	0 	0
0.010101 	-1.38985e-09 	-5.65171e-08 	0.0196211
0.020202 	-2.55011e-09 	-1.13024e-07 	0.0392462
0.030303 	-3.71037e-09 	-1.69531e-07 	0.0588712
0.040404 	-4.87064e-09 	-2.26037e-07 	0.0784963
0.0505051 	-5.29599e-09 	-2.67818e-07 	0.0870468
0.0606061 	-5.30508e-09 	-3.01257e-07 	0.0893246
0.0707071 	-5.31417e-09 	-3.34696e-07 	0.0916024
0.0808081 	-5.32327e-09 	-3.68135e-07 	0.0938801
0.0909091 	-5.33236e-09 	-4.01575e-07 	0.0961579
0.10101 	-4.84556e-09 	-4.52577e-07 	0.0977624
0.111111 	-4.45856e-09 	-5.09746e-07 	0.099123
0.121212 	-4.07157e-09 	-5.66915e-07 	0.100484
0.131313 	-3.68457e-09 	-6.24084e-07 	0.101844
0.141414 	-3.29758e-09 	-6.81253e-07 	0.103205
0.151515 	-2.51724e-09 	-5.93882e-07 	0.104082
0.161616 	-1.65962e-09 	-4.78112e-07 	0.104864
0.171717 	-8.01997e-10 	-3.62342e-07 	0.105647
0.181818 	5.56237e-11 	-2.46572e-07 	0.106429
0.191919 	9.13245e-10 	-1.30802e-07 	0.107211
0.20202 	1.16901e-09 	-5.60376e-08 	0.107585
0.212121 	1.33902e-09 	1.36166e-08 	0.107906
0.222222 	1.50903e-09 	8.32708e-08 	0.108228
0.232323 	1.67904e-09 	1.52925e-07 	0.108549
0.242424 	1.84905e-09 	2.22579e-07 	0.10887
0.252525 	2.01906e-09 	2.92233e-07 	0.109192
0.262626 	2.18907e-09 	3.61888e-07 	0.109513
0.272727 	2.35908e-09 	4.31542e-07 	0.109835
0.282828 	2.52909e-09 	5.01196e-07 	0.110156
0.292929 	2.6991e-09 	5.7085e-07 	0.110477
0.30303 	2.48891e-09 	5.33715e-07 	0.11059
0.313131 	2.27806e-09 	4.76892e-07 	0.110664
0.323232 	2.06721e-09 	4.20069e-07 	0.110738
0.333333 	1.85636e-09 	3.63246e-07 	0.110812
0.343434 	1.64552e-09 	3.06423e-07 	0.110886
0.353535 	1.43467e-09 	2.496e-07 	0.11096
0.363636 	1.22382e-09 	1.92777e-07 	0.111034
0.373737 	1.01297e-09 	1.35954e-07 	0.111108
0.383838 	8.02126e-10 	7.91309e-08 	0.111182
0.393939 	5.91279e-10 	2.23078e-08 	0.111257
0.40404 	7.41226e-10 	5.48975e-09 	0.111289
0.414141 	1.04156e-09 	5.34619e-09 	0.111305
0.424242 	1.34189e-09 	5.20263e-09 	0.11132
0.434343 	1.64222e-09 	5.05906e-09 	0.111335
0.444444 	1.94255e-09 	4.9155e-09 	0.111351
0.454545 	2.24288e-09 	4.77194e-09 	0.111366
